Step,Intersection,Total Cars,Waiting Cars,Average Speed,Waiting Time
2460.0,tlshoria_square2,51,30,0.2,853.0
2460.0,tlshoria_square3,17,15,5.58,178.0
2460.0,tlslasilky_square,0,0,27.78,0.0
2460.0,tlslasilky_square2,0,0,27.78,0.0
2460.0,tlslasilky_square3,0,0,27.78,0.0
2460.0,tlsmoomen,0,0,22.22,0.0
2460.0,tlsmoomen2,5,3,7.21,30.0
2460.0,tlsmoomen3,6,6,9.26,1160.0
2460.0,tlsnasser_square,62,33,5.94,625.0
2461.0,tlshoria_square1,21,13,0.21,256.0
2461.0,tlshoria_square2,51,30,0.2,572.0
2461.0,tlshoria_square3,17,15,5.58,192.0
2461.0,tlslasilky_square,0,0,27.78,0.0
2461.0,tlslasilky_square2,0,0,27.78,0.0
2461.0,tlslasilky_square3,0,0,27.78,0.0
2461.0,tlsmoomen,0,0,22.22,0.0
2461.0,tlsmoomen2,4,2,7.23,23.0
2461.0,tlsmoomen3,6,6,9.26,1166.0
2461.0,tlsnasser_square,62,33,10.24,658.0
2462.0,tlshoria_square1,22,14,0.25,270.0
2462.0,tlshoria_square2,51,31,0.21,602.0
2462.0,tlshoria_square3,17,14,5.58,204.0
2462.0,tlslasilky_square,0,0,27.78,0.0
2462.0,tlslasilky_square2,0,0,27.78,0.0
2462.0,tlslasilky_square3,1,0,24.95,0.0
2462.0,tlsmoomen,1,0,20.83,0.0
2462.0,tlsmoomen2,4,2,7.74,25.0
2462.0,tlsmoomen3,6,6,9.26,1172.0
2462.0,tlsnasser_square,63,32,6.1,678.0
2463.0,tlshoria_square1,22,14,0.17,284.0
2463.0,tlshoria_square2,51,32,0.23,633.0
2463.0,tlshoria_square3,18,16,5.58,222.0
2463.0,tlslasilky_square,0,0,27.78,0.0
2463.0,tlslasilky_square2,0,0,27.78,0.0
2463.0,tlslasilky_square3,0,0,27.78,0.0
2463.0,tlsmoomen,1,0,20.62,0.0
2463.0,tlsmoomen2,3,2,7.81,27.0
2463.0,tlsmoomen3,6,6,9.26,1178.0
2463.0,tlsnasser_square,63,33,6.15,711.0
2464.0,tlshoria_square1,22,15,0.16,299.0
2464.0,tlshoria_square2,50,30,0.27,634.0
2464.0,tlshoria_square3,18,16,5.57,237.0
2464.0,tlslasilky_square,0,0,27.78,0.0
2464.0,tlslasilky_square2,0,0,27.78,0.0
2464.0,tlslasilky_square3,1,0,25.03,0.0
2464.0,tlsmoomen,0,0,22.22,0.0
2464.0,tlsmoomen2,3,2,8.19,29.0
2464.0,tlsmoomen3,6,6,9.26,1184.0
2464.0,tlsnasser_square,62,33,10.13,744.0
2465.0,tlshoria_square1,22,16,0.12,315.0
2465.0,tlshoria_square2,50,31,0.29,665.0
2465.0,tlshoria_square3,18,15,5.57,248.0
2465.0,tlslasilky_square,0,0,27.78,0.0
2465.0,tlslasilky_square2,0,0,27.78,0.0
2465.0,tlslasilky_square3,0,0,27.78,0.0
2465.0,tlsmoomen,0,0,22.22,0.0
2465.0,tlsmoomen2,3,2,7.77,31.0
2465.0,tlsmoomen3,6,6,9.26,1190.0
2465.0,tlsnasser_square,61,33,10.03,777.0
2466.0,tlshoria_square1,22,16,0.11,331.0
2466.0,tlshoria_square2,50,32,0.28,697.0
2466.0,tlshoria_square3,18,17,5.57,265.0
2466.0,tlslasilky_square,0,0,27.78,0.0
2466.0,tlslasilky_square2,0,0,27.78,0.0
2466.0,tlslasilky_square3,1,0,25.13,0.0
2466.0,tlsmoomen,0,0,22.22,0.0
2466.0,tlsmoomen2,2,2,13.89,33.0
2466.0,tlsmoomen3,6,6,9.26,1196.0
2466.0,tlsnasser_square,62,32,10.08,776.0
2467.0,tlshoria_square1,22,16,0.09,347.0
2467.0,tlshoria_square2,50,32,0.29,729.0
2467.0,tlshoria_square3,18,17,5.57,281.0
2467.0,tlslasilky_square,0,0,27.78,0.0
2467.0,tlslasilky_square2,0,0,27.78,0.0
2467.0,tlslasilky_square3,0,0,27.78,0.0
2467.0,tlsmoomen,0,0,22.22,0.0
2467.0,tlsmoomen2,2,2,13.89,35.0
2467.0,tlsmoomen3,6,6,9.26,1202.0
2467.0,tlsnasser_square,63,33,6.25,809.0
2468.0,tlshoria_square1,23,17,0.1,364.0
2468.0,tlshoria_square2,50,33,0.25,762.0
2468.0,tlshoria_square3,18,16,5.57,295.0
2468.0,tlslasilky_square,0,0,27.78,0.0
2468.0,tlslasilky_square2,0,0,27.78,0.0
2468.0,tlslasilky_square3,0,0,27.78,0.0
2468.0,tlsmoomen,0,0,22.22,0.0
2468.0,tlsmoomen2,2,2,13.89,37.0
2468.0,tlsmoomen3,6,6,9.26,1208.0
2468.0,tlsnasser_square,62,33,10.15,842.0
2469.0,tlshoria_square1,23,18,0.07,382.0
2469.0,tlshoria_square2,50,33,0.29,795.0
2469.0,tlshoria_square3,18,17,5.57,312.0
2469.0,tlslasilky_square,0,0,27.78,0.0
2469.0,tlslasilky_square2,0,0,27.78,0.0
2469.0,tlslasilky_square3,1,0,25.06,0.0
2469.0,tlsmoomen,0,0,22.22,0.0
2469.0,tlsmoomen2,2,2,13.89,39.0
2469.0,tlsmoomen3,6,6,9.26,1214.0
2469.0,tlsnasser_square,63,33,6.48,875.0
2470.0,tlshoria_square1,23,19,0.07,401.0
2470.0,tlshoria_square2,50,33,0.21,828.0
2470.0,tlshoria_square3,18,17,5.56,329.0
2470.0,tlslasilky_square,0,0,27.78,0.0
2470.0,tlslasilky_square2,0,0,27.78,0.0
2470.0,tlslasilky_square3,0,0,27.78,0.0
2470.0,tlsmoomen,0,0,22.22,0.0
2470.0,tlsmoomen2,2,2,13.89,41.0
2470.0,tlsmoomen3,6,6,9.26,1220.0
2470.0,tlsnasser_square,62,31,6.02,848.0
2471.0,tlshoria_square1,23,20,0.04,421.0
2471.0,tlshoria_square2,51,33,0.22,861.0
2471.0,tlshoria_square3,18,16,5.6,304.0
2471.0,tlslasilky_square,0,0,27.78,0.0
2471.0,tlslasilky_square2,0,0,27.78,0.0
2471.0,tlslasilky_square3,1,0,24.36,0.0
2471.0,tlsmoomen,0,0,22.22,0.0
2471.0,tlsmoomen2,2,2,13.89,43.0
2471.0,tlsmoomen3,6,6,9.26,1226.0
2471.0,tlsnasser_square,65,33,6.1,881.0
2472.0,tlshoria_square1,23,20,0.03,441.0
2472.0,tlshoria_square2,51,34,0.19,895.0
2472.0,tlshoria_square3,18,15,5.61,296.0
2472.0,tlslasilky_square,0,0,27.78,0.0
2472.0,tlslasilky_square2,0,0,27.78,0.0
2472.0,tlslasilky_square3,1,0,23.67,0.0
2472.0,tlsmoomen,0,0,22.22,0.0
2472.0,tlsmoomen2,2,2,13.89,45.0
2472.0,tlsmoomen3,6,6,9.26,1232.0
2472.0,tlsnasser_square,64,34,5.74,915.0
2473.0,tlshoria_square1,23,21,0.02,462.0
2473.0,tlshoria_square2,51,33,0.17,927.0
2473.0,tlshoria_square3,18,14,5.61,275.0
2473.0,tlslasilky_square,0,0,27.78,0.0
2473.0,tlslasilky_square2,0,0,27.78,0.0
2473.0,tlslasilky_square3,2,0,23.55,0.0
2473.0,tlsmoomen,0,0,22.22,0.0
2473.0,tlsmoomen2,2,2,13.89,47.0
2473.0,tlsmoomen3,6,6,9.26,1238.0
2473.0,tlsnasser_square,65,32,5.6,903.0
2474.0,tlshoria_square1,23,21,0.01,483.0
2474.0,tlshoria_square2,52,34,0.2,961.0
2474.0,tlshoria_square3,18,13,5.61,266.0
2474.0,tlslasilky_square,0,0,27.78,0.0
2474.0,tlslasilky_square2,0,0,27.78,0.0
2474.0,tlslasilky_square3,2,1,23.19,1.0
2474.0,tlsmoomen,0,0,22.22,0.0
2474.0,tlsmoomen2,3,2,11.16,49.0
2474.0,tlsmoomen3,6,6,9.26,1244.0
2474.0,tlsnasser_square,65,34,5.53,937.0
2475.0,tlshoria_square1,23,22,0.01,505.0
2475.0,tlshoria_square2,52,35,0.15,996.0
2475.0,tlshoria_square3,18,13,5.61,257.0
2475.0,tlslasilky_square,0,0,27.78,0.0
2475.0,tlslasilky_square2,0,0,27.78,0.0
2475.0,tlslasilky_square3,2,1,23.16,2.0
2475.0,tlsmoomen,0,0,22.22,0.0
2475.0,tlsmoomen2,3,2,10.03,51.0
2475.0,tlsmoomen3,6,6,9.26,1250.0
2475.0,tlsnasser_square,65,36,5.52,973.0
2476.0,tlshoria_square1,22,22,0.01,479.0
2476.0,tlshoria_square2,52,36,0.14,1032.0
2476.0,tlshoria_square3,18,11,5.62,188.0
2476.0,tlslasilky_square,0,0,27.78,0.0
2476.0,tlslasilky_square2,0,0,27.78,0.0
2476.0,tlslasilky_square3,2,1,23.16,3.0
2476.0,tlsmoomen,0,0,22.22,0.0
2476.0,tlsmoomen2,1,0,20.14,0.0
2476.0,tlsmoomen3,6,6,9.26,1256.0
2476.0,tlsnasser_square,65,36,5.55,1009.0
2477.0,tlshoria_square1,22,21,0.12,454.0
2477.0,tlshoria_square2,52,37,0.15,1069.0
2477.0,tlshoria_square3,18,10,5.62,121.0
2477.0,tlslasilky_square,0,0,27.78,0.0
2477.0,tlslasilky_square2,0,0,27.78,0.0
2477.0,tlslasilky_square3,2,2,23.15,5.0
2477.0,tlsmoomen,0,0,22.22,0.0
2477.0,tlsmoomen2,3,0,17.5,0.0
2477.0,tlsmoomen3,6,6,9.26,1262.0
2477.0,tlsnasser_square,65,36,5.58,1045.0
2478.0,tlshoria_square1,22,19,0.43,380.0
2478.0,tlshoria_square2,53,36,0.15,1104.0
2478.0,tlshoria_square3,18,11,5.64,120.0
2478.0,tlslasilky_square,0,0,27.78,0.0
2478.0,tlslasilky_square2,0,0,27.78,0.0
2478.0,tlslasilky_square3,2,2,23.15,7.0
2478.0,tlsmoomen,1,0,20.94,0.0
2478.0,tlsmoomen2,3,0,15.41,0.0
2478.0,tlsmoomen3,6,6,9.26,1268.0
2478.0,tlsnasser_square,65,36,5.57,1081.0
2479.0,tlshoria_square1,21,19,0.65,354.0
2479.0,tlshoria_square2,53,37,0.13,1141.0
2479.0,tlshoria_square3,17,10,5.63,87.0
2479.0,tlslasilky_square,0,0,27.78,0.0
2479.0,tlslasilky_square2,0,0,27.78,0.0
2479.0,tlslasilky_square3,2,2,23.15,9.0
2479.0,tlsmoomen,1,0,20.5,0.0
2479.0,tlsmoomen2,3,0,13.78,0.0
2479.0,tlsmoomen3,6,6,9.26,1274.0
2479.0,tlsnasser_square,66,36,5.55,1117.0
2480.0,tlshoria_square1,21,19,1.2,373.0
2480.0,tlshoria_square2,53,37,0.1,1178.0
2480.0,tlshoria_square3,17,12,5.64,98.0
2480.0,tlslasilky_square,0,0,27.78,0.0
2480.0,tlslasilky_square2,0,0,27.78,0.0
2480.0,tlslasilky_square3,2,2,23.15,11.0
2480.0,tlsmoomen,1,0,21.07,0.0
2480.0,tlsmoomen2,3,1,12.08,1.0
2480.0,tlsmoomen3,6,6,9.26,1280.0
2480.0,tlsnasser_square,65,34,5.49,1089.0
2481.0,tlshoria_square1,20,18,1.66,345.0
2481.0,tlshoria_square2,53,37,0.09,1215.0
2481.0,tlshoria_square3,17,12,5.64,108.0
2481.0,tlslasilky_square,0,0,27.78,0.0
2481.0,tlslasilky_square2,0,0,27.78,0.0
2481.0,tlslasilky_square3,2,2,23.15,13.0
2481.0,tlsmoomen,0,0,22.22,0.0
2481.0,tlsmoomen2,4,2,12.24,3.0
2481.0,tlsmoomen3,6,6,9.26,1286.0
2481.0,tlsnasser_square,66,34,5.44,1123.0
2482.0,tlshoria_square1,21,18,1.25,317.0
2482.0,tlshoria_square2,53,38,0.08,1253.0
2482.0,tlshoria_square3,17,13,5.64,62.0
2482.0,tlslasilky_square,0,0,27.78,0.0
2482.0,tlslasilky_square2,0,0,27.78,0.0
2482.0,tlslasilky_square3,2,2,23.15,15.0
2482.0,tlsmoomen,0,0,22.22,0.0
2482.0,tlsmoomen2,5,3,13.42,6.0
2482.0,tlsmoomen3,6,6,9.26,1292.0
2482.0,tlsnasser_square,65,36,5.44,1159.0
2483.0,tlshoria_square1,21,19,0.96,336.0
2483.0,tlshoria_square2,53,38,0.08,1291.0
2483.0,tlshoria_square3,17,13,5.62,63.0
2483.0,tlslasilky_square,0,0,27.78,0.0
2483.0,tlslasilky_square2,0,0,27.78,0.0
2483.0,tlslasilky_square3,2,2,23.15,17.0
2483.0,tlsmoomen,0,0,22.22,0.0
2483.0,tlsmoomen2,5,3,12.52,9.0
2483.0,tlsmoomen3,6,6,9.26,1298.0
2483.0,tlsnasser_square,66,35,5.5,1193.0
2484.0,tlshoria_square1,22,19,0.95,355.0
2484.0,tlshoria_square2,53,38,0.08,1329.0
2484.0,tlshoria_square3,17,15,5.59,76.0
2484.0,tlslasilky_square,0,0,27.78,0.0
2484.0,tlslasilky_square2,0,0,27.78,0.0
2484.0,tlslasilky_square3,2,2,23.15,19.0
2484.0,tlsmoomen,0,0,22.22,0.0
2484.0,tlsmoomen2,5,3,11.62,12.0
2484.0,tlsmoomen3,5,5,9.26,1077.0
2484.0,tlsnasser_square,66,36,5.55,1229.0
2485.0,tlshoria_square1,22,19,0.56,374.0
2485.0,tlshoria_square2,54,39,0.08,1368.0
2485.0,tlshoria_square3,17,14,5.58,87.0
2485.0,tlslasilky_square,0,0,27.78,0.0
2485.0,tlslasilky_square2,0,0,27.78,0.0
2485.0,tlslasilky_square3,2,2,23.15,21.0
2485.0,tlsmoomen,0,0,22.22,0.0
2485.0,tlsmoomen2,5,3,11.15,15.0
2485.0,tlsmoomen3,5,4,9.59,878.0
2485.0,tlsnasser_square,64,35,5.54,1204.0
2486.0,tlshoria_square1,22,20,0.33,394.0
2486.0,tlshoria_square2,54,41,0.07,1409.0
2486.0,tlshoria_square3,17,17,5.57,104.0
2486.0,tlslasilky_square,0,0,27.78,0.0
2486.0,tlslasilky_square2,0,0,27.78,0.0
2486.0,tlslasilky_square3,2,2,23.15,23.0
2486.0,tlsmoomen,0,0,22.22,0.0
2486.0,tlsmoomen2,5,5,11.12,20.0
2486.0,tlsmoomen3,5,3,10.01,690.0
2486.0,tlsnasser_square,65,33,5.6,1158.0
2487.0,tlshoria_square1,23,21,0.24,415.0
2487.0,tlshoria_square2,54,40,0.05,1448.0
2487.0,tlshoria_square3,17,16,5.57,118.0
2487.0,tlslasilky_square,0,0,27.78,0.0
2487.0,tlslasilky_square2,0,0,27.78,0.0
2487.0,tlslasilky_square3,2,2,23.15,25.0
2487.0,tlsmoomen,0,0,22.22,0.0
2487.0,tlsmoomen2,6,5,11.67,25.0
2487.0,tlsmoomen3,4,3,10.45,693.0
2487.0,tlsnasser_square,63,31,5.54,1120.0
2488.0,tlshoria_square1,23,22,0.08,437.0
2488.0,tlshoria_square2,54,41,0.07,1489.0
2488.0,tlshoria_square3,17,16,5.57,134.0
2488.0,tlslasilky_square,0,0,27.78,0.0
2488.0,tlslasilky_square2,0,0,27.78,0.0
2488.0,tlslasilky_square3,2,2,23.15,27.0
2488.0,tlsmoomen,0,0,22.22,0.0
2488.0,tlsmoomen2,6,5,11.38,30.0
2488.0,tlsmoomen3,5,3,10.37,696.0
2488.0,tlsnasser_square,64,28,5.49,1010.0
2489.0,tlshoria_square1,23,22,0.05,459.0
2489.0,tlshoria_square2,54,42,0.07,1530.0
2489.0,tlshoria_square3,17,17,5.56,151.0
2489.0,tlslasilky_square,0,0,27.78,0.0
2489.0,tlslasilky_square2,0,0,27.78,0.0
2489.0,tlslasilky_square3,2,2,23.15,29.0
2489.0,tlsmoomen,0,0,22.22,0.0
2489.0,tlsmoomen2,6,5,11.17,35.0
2489.0,tlsmoomen3,5,3,10.08,699.0
2489.0,tlsnasser_square,63,28,5.47,980.0
2490.0,tlshoria_square1,23,23,0.01,482.0
2490.0,tlshoria_square2,54,41,0.07,1569.0
2490.0,tlshoria_square3,17,17,5.56,168.0
2490.0,tlslasilky_square,0,0,27.78,0.0
2490.0,tlslasilky_square2,0,0,27.78,0.0
2490.0,tlslasilky_square3,2,2,23.15,31.0
2490.0,tlsmoomen,0,0,22.22,0.0
2490.0,tlsmoomen2,7,5,12.23,40.0
2490.0,tlsmoomen3,5,3,10.16,702.0
2490.0,tlsnasser_square,62,27,5.5,948.0
2491.0,tlshoria_square1,23,23,0.0,505.0
2491.0,tlshoria_square2,54,41,0.06,1609.0
2491.0,tlshoria_square3,17,16,5.58,175.0
2491.0,tlslasilky_square,0,0,27.78,0.0
2491.0,tlslasilky_square2,0,0,27.78,0.0
2491.0,tlslasilky_square3,2,2,23.15,33.0
2491.0,tlsmoomen,0,0,22.22,0.0
2491.0,tlsmoomen2,8,6,12.15,46.0
2491.0,tlsmoomen3,5,3,10.32,705.0
2491.0,tlsnasser_square,62,28,5.53,921.0
2492.0,tlshoria_square1,23,23,0.0,528.0
2492.0,tlshoria_square2,54,41,0.06,1650.0
2492.0,tlshoria_square3,17,15,5.59,182.0
2492.0,tlslasilky_square,0,0,27.78,0.0
2492.0,tlslasilky_square2,0,0,27.78,0.0
2492.0,tlslasilky_square3,2,2,23.15,35.0
2492.0,tlsmoomen,0,0,22.22,0.0
2492.0,tlsmoomen2,8,6,11.55,52.0
2492.0,tlsmoomen3,4,3,10.38,708.0
2492.0,tlsnasser_square,61,25,5.66,810.0
2493.0,tlshoria_square1,23,23,0.0,551.0
2493.0,tlshoria_square2,54,41,0.06,1691.0
2493.0,tlshoria_square3,17,14,5.72,189.0
2493.0,tlslasilky_square,0,0,27.78,0.0
2493.0,tlslasilky_square2,0,0,27.78,0.0
2493.0,tlslasilky_square3,2,2,23.15,37.0
2493.0,tlsmoomen,0,0,22.22,0.0
2493.0,tlsmoomen2,9,6,11.27,58.0
2493.0,tlsmoomen3,4,3,10.7,711.0
2493.0,tlsnasser_square,62,23,5.76,778.0
2494.0,tlshoria_square1,23,23,0.0,574.0
2494.0,tlshoria_square2,54,42,0.05,1733.0
2494.0,tlshoria_square3,17,15,5.79,204.0
2494.0,tlslasilky_square,0,0,27.78,0.0
2494.0,tlslasilky_square2,0,0,27.78,0.0
2494.0,tlslasilky_square3,2,2,23.15,39.0
2494.0,tlsmoomen,0,0,22.22,0.0
2494.0,tlsmoomen2,9,8,11.16,66.0
2494.0,tlsmoomen3,4,3,10.59,714.0
2494.0,tlsnasser_square,60,23,5.74,743.0
2495.0,tlshoria_square1,23,23,0.0,597.0
2495.0,tlshoria_square2,54,42,0.05,1775.0
2495.0,tlshoria_square3,17,14,5.8,217.0
2495.0,tlslasilky_square,0,0,27.78,0.0
2495.0,tlslasilky_square2,0,0,27.78,0.0
2495.0,tlslasilky_square3,2,2,23.15,41.0
2495.0,tlsmoomen,0,0,22.22,0.0
2495.0,tlsmoomen2,9,8,11.13,74.0
2495.0,tlsmoomen3,4,3,10.83,717.0
2495.0,tlsnasser_square,62,21,5.91,602.0
2496.0,tlshoria_square1,23,23,0.0,620.0
2496.0,tlshoria_square2,54,43,0.05,1818.0
2496.0,tlshoria_square3,18,14,5.75,231.0
2496.0,tlslasilky_square,0,0,27.78,0.0
2496.0,tlslasilky_square2,0,0,27.78,0.0
2496.0,tlslasilky_square3,2,2,23.15,43.0
2496.0,tlsmoomen,0,0,22.22,0.0
2496.0,tlsmoomen2,10,9,11.72,83.0
2496.0,tlsmoomen3,5,3,10.87,720.0
2496.0,tlsnasser_square,61,20,5.81,566.0
2497.0,tlshoria_square1,23,23,0.0,643.0
2497.0,tlshoria_square2,54,43,0.05,1861.0
2497.0,tlshoria_square3,18,14,5.69,245.0
2497.0,tlslasilky_square,0,0,27.78,0.0
2497.0,tlslasilky_square2,0,0,27.78,0.0
2497.0,tlslasilky_square3,2,2,23.15,45.0
2497.0,tlsmoomen,0,0,22.22,0.0
2497.0,tlsmoomen2,10,9,11.47,92.0
2497.0,tlsmoomen3,4,3,10.92,723.0
2497.0,tlsnasser_square,61,18,5.87,478.0
2498.0,tlshoria_square1,23,23,0.0,666.0
2498.0,tlshoria_square2,54,44,0.04,1905.0
2498.0,tlshoria_square3,18,15,5.67,260.0
2498.0,tlslasilky_square,0,0,27.78,0.0
2498.0,tlslasilky_square2,0,0,27.78,0.0
2498.0,tlslasilky_square3,2,2,23.15,47.0
2498.0,tlsmoomen,0,0,22.22,0.0
2498.0,tlsmoomen2,11,9,11.41,101.0
2498.0,tlsmoomen3,5,3,11.34,726.0
2498.0,tlsnasser_square,61,19,5.95,443.0
2499.0,tlshoria_square1,23,23,0.0,689.0
2499.0,tlshoria_square2,54,46,0.05,1951.0
2499.0,tlshoria_square3,18,16,5.63,276.0
2499.0,tlslasilky_square,0,0,27.78,0.0
2499.0,tlslasilky_square2,0,0,27.78,0.0
2499.0,tlslasilky_square3,2,2,23.15,49.0
2499.0,tlsmoomen,0,0,22.22,0.0
2499.0,tlsmoomen2,11,9,11.23,110.0
2499.0,tlsmoomen3,4,3,11.72,729.0
2499.0,tlsnasser_square,60,18,6.05,404.0
2500.0,tlshoria_square1,23,23,0.0,712.0
2500.0,tlshoria_square2,54,45,0.04,1995.0
2500.0,tlshoria_square3,18,15,5.61,289.0
2500.0,tlslasilky_square,0,0,27.78,0.0
2500.0,tlslasilky_square2,0,0,27.78,0.0
2500.0,tlslasilky_square3,2,2,23.15,51.0
2500.0,tlsmoomen,0,0,22.22,0.0
2500.0,tlsmoomen2,11,10,11.14,120.0
2500.0,tlsmoomen3,5,3,11.44,732.0
2500.0,tlsnasser_square,60,19,6.07,367.0
2501.0,tlshoria_square1,23,23,0.0,735.0
2501.0,tlshoria_square2,54,44,0.04,2037.0
2501.0,tlshoria_square3,18,14,5.63,301.0
2501.0,tlslasilky_square,0,0,27.78,0.0
2501.0,tlslasilky_square2,0,0,27.78,0.0
2501.0,tlslasilky_square3,2,2,23.15,53.0
2501.0,tlsmoomen,0,0,22.22,0.0
2501.0,tlsmoomen2,11,10,11.13,130.0
2501.0,tlsmoomen3,4,3,10.94,735.0
2501.0,tlsnasser_square,59,20,6.11,346.0
2502.0,tlshoria_square1,23,23,0.0,758.0
2502.0,tlshoria_square2,54,45,0.04,2082.0
2502.0,tlshoria_square3,18,14,5.59,315.0
2502.0,tlslasilky_square,0,0,27.78,0.0
2502.0,tlslasilky_square2,0,0,27.78,0.0
2502.0,tlslasilky_square3,2,2,23.15,55.0
2502.0,tlsmoomen,0,0,22.22,0.0
2502.0,tlsmoomen2,11,11,11.11,141.0
2502.0,tlsmoomen3,5,3,11.17,738.0
2502.0,tlsnasser_square,60,18,6.22,328.0
2503.0,tlshoria_square1,23,23,0.0,781.0
2503.0,tlshoria_square2,54,46,0.04,2128.0
2503.0,tlshoria_square3,17,15,5.59,330.0
2503.0,tlslasilky_square,0,0,27.78,0.0
2503.0,tlslasilky_square2,0,0,27.78,0.0
2503.0,tlslasilky_square3,2,2,23.15,57.0
2503.0,tlsmoomen,0,0,22.22,0.0
2503.0,tlsmoomen2,11,11,11.11,152.0
2503.0,tlsmoomen3,4,3,11.32,741.0
2503.0,tlsnasser_square,59,17,6.07,304.0
2504.0,tlshoria_square1,23,23,0.0,804.0
2504.0,tlshoria_square2,54,46,0.04,2174.0
2504.0,tlshoria_square3,17,14,5.59,343.0
2504.0,tlslasilky_square,0,0,27.78,0.0
2504.0,tlslasilky_square2,0,0,27.78,0.0
2504.0,tlslasilky_square3,2,2,23.15,59.0
2504.0,tlsmoomen,0,0,22.22,0.0
2504.0,tlsmoomen2,11,11,11.11,163.0
2504.0,tlsmoomen3,5,3,11.58,744.0
2504.0,tlsnasser_square,59,17,5.91,293.0
2505.0,tlshoria_square1,23,23,0.0,827.0
2505.0,tlshoria_square2,55,45,0.05,2188.0
2505.0,tlshoria_square3,17,14,5.61,357.0
2505.0,tlslasilky_square,0,0,27.78,0.0
2505.0,tlslasilky_square2,0,0,27.78,0.0
2505.0,tlslasilky_square3,2,2,23.15,61.0
2505.0,tlsmoomen,0,0,22.22,0.0
2505.0,tlsmoomen2,11,11,11.11,174.0
2505.0,tlsmoomen3,4,3,11.86,747.0
2505.0,tlsnasser_square,59,16,5.7,294.0
2506.0,tlshoria_square1,23,23,0.0,850.0
2506.0,tlshoria_square2,55,47,0.03,2235.0
2506.0,tlshoria_square3,17,15,5.58,372.0
2506.0,tlslasilky_square,0,0,27.78,0.0
2506.0,tlslasilky_square2,0,0,27.78,0.0
2506.0,tlslasilky_square3,2,2,23.15,63.0
2506.0,tlsmoomen,0,0,22.22,0.0
2506.0,tlsmoomen2,11,11,11.11,185.0
2506.0,tlsmoomen3,4,3,11.88,750.0
2506.0,tlsnasser_square,58,16,5.6,199.0
2507.0,tlshoria_square1,23,23,0.0,873.0
2507.0,tlshoria_square2,55,46,0.03,2248.0
2507.0,tlshoria_square3,17,15,5.58,387.0
2507.0,tlslasilky_square,0,0,27.78,0.0
2507.0,tlslasilky_square2,0,0,27.78,0.0
2507.0,tlslasilky_square3,2,2,23.15,65.0
2507.0,tlsmoomen,0,0,22.22,0.0
2507.0,tlsmoomen2,12,11,11.24,196.0
2507.0,tlsmoomen3,4,3,11.47,753.0
2507.0,tlsnasser_square,59,18,5.57,205.0
2508.0,tlshoria_square1,23,23,0.0,896.0
2508.0,tlshoria_square2,55,45,0.03,2261.0
2508.0,tlshoria_square3,17,17,5.57,404.0
2508.0,tlslasilky_square,0,0,27.78,0.0
2508.0,tlslasilky_square2,0,0,27.78,0.0
2508.0,tlslasilky_square3,2,2,23.15,67.0
2508.0,tlsmoomen,0,0,22.22,0.0
2508.0,tlsmoomen2,12,12,11.11,208.0
2508.0,tlsmoomen3,5,3,11.27,756.0
2508.0,tlsnasser_square,57,18,5.65,208.0
2509.0,tlshoria_square1,23,23,0.0,919.0
2509.0,tlshoria_square2,55,45,0.03,2276.0
2509.0,tlshoria_square3,17,16,5.57,419.0
2509.0,tlslasilky_square,0,0,27.78,0.0
2509.0,tlslasilky_square2,0,0,27.78,0.0
2509.0,tlslasilky_square3,2,2,23.15,69.0
2509.0,tlsmoomen,0,0,22.22,0.0
2509.0,tlsmoomen2,12,12,11.11,220.0
2509.0,tlsmoomen3,5,3,10.2,759.0
2509.0,tlsnasser_square,58,16,5.71,212.0
2510.0,tlshoria_square1,23,23,0.0,942.0
2510.0,tlshoria_square2,55,47,0.03,2323.0
2510.0,tlshoria_square3,17,17,5.56,436.0
2510.0,tlslasilky_square,0,0,27.78,0.0
2510.0,tlslasilky_square2,0,0,27.78,0.0
2510.0,tlslasilky_square3,2,2,23.15,71.0
2510.0,tlsmoomen,0,0,22.22,0.0
2510.0,tlsmoomen2,12,12,11.11,232.0
2510.0,tlsmoomen3,5,3,10.35,762.0
2510.0,tlsnasser_square,57,18,5.82,228.0
2511.0,tlshoria_square1,23,23,0.0,965.0
2511.0,tlshoria_square2,55,46,0.03,2340.0
2511.0,tlshoria_square3,17,17,5.56,453.0
2511.0,tlslasilky_square,0,0,27.78,0.0
2511.0,tlslasilky_square2,0,0,27.78,0.0
2511.0,tlslasilky_square3,2,2,23.15,73.0
2511.0,tlsmoomen,0,0,22.22,0.0
2511.0,tlsmoomen2,12,12,11.11,244.0
2511.0,tlsmoomen3,5,3,10.1,765.0
2511.0,tlsnasser_square,57,16,5.87,238.0
2512.0,tlshoria_square1,23,23,0.0,988.0
2512.0,tlshoria_square2,55,46,0.03,2383.0
2512.0,tlshoria_square3,17,17,5.56,470.0
2512.0,tlslasilky_square,0,0,27.78,0.0
2512.0,tlslasilky_square2,0,0,27.78,0.0
2512.0,tlslasilky_square3,2,2,23.15,75.0
2512.0,tlsmoomen,0,0,22.22,0.0
2512.0,tlsmoomen2,12,12,11.11,256.0
2512.0,tlsmoomen3,4,3,9.97,768.0
2512.0,tlsnasser_square,57,18,5.74,256.0
2513.0,tlshoria_square1,23,23,0.0,1011.0
2513.0,tlshoria_square2,55,47,0.02,2427.0
2513.0,tlshoria_square3,17,17,5.56,487.0
