Step,Intersection,Total Cars,Waiting Cars,Average Speed,Waiting Time
1030.0,tlsmoomen,0,0,22.22,0.0
1030.0,tlsmoomen2,0,0,25.0,0.0
1030.0,tlsmoomen3,5,3,11.21,128.0
1030.0,tlsnasser_square,68,39,12.38,1306.0
1031.0,tlshoria_square1,23,23,0.0,5548.0
1031.0,tlshoria_square2,56,56,0.0,8345.0
1031.0,tlshoria_square3,24,24,0.0,6153.0
1031.0,tlslasilky_square,0,0,27.78,0.0
1031.0,tlslasilky_square2,1,1,23.15,30.0
1031.0,tlslasilky_square3,1,0,24.05,0.0
1031.0,tlsmoomen,0,0,22.22,0.0
1031.0,tlsmoomen2,0,0,25.0,0.0
1031.0,tlsmoomen3,5,4,9.94,132.0
1031.0,tlsnasser_square,68,39,12.41,1345.0
1032.0,tlshoria_square1,23,23,0.0,5571.0
1032.0,tlshoria_square2,56,56,0.0,8401.0
1032.0,tlshoria_square3,24,24,0.0,6177.0
1032.0,tlslasilky_square,0,0,27.78,0.0
1032.0,tlslasilky_square2,1,1,23.15,31.0
1032.0,tlslasilky_square3,1,0,23.6,0.0
1032.0,tlsmoomen,0,0,22.22,0.0
1032.0,tlsmoomen2,0,0,25.0,0.0
1032.0,tlsmoomen3,5,4,9.39,136.0
1032.0,tlsnasser_square,69,39,11.15,1384.0
1033.0,tlshoria_square1,23,23,0.0,5594.0
1033.0,tlshoria_square2,56,56,0.0,8457.0
1033.0,tlshoria_square3,24,24,0.0,6201.0
1033.0,tlslasilky_square,0,0,27.78,0.0
1033.0,tlslasilky_square2,1,1,23.15,32.0
1033.0,tlslasilky_square3,1,0,23.23,0.0
1033.0,tlsmoomen,0,0,22.22,0.0
1033.0,tlsmoomen2,1,0,22.1,0.0
1033.0,tlsmoomen3,6,4,9.52,140.0
1033.0,tlsnasser_square,69,39,10.37,1423.0
1034.0,tlshoria_square1,23,23,0.0,5617.0
1034.0,tlshoria_square2,56,56,0.0,8513.0
1034.0,tlshoria_square3,24,24,0.0,6225.0
1034.0,tlslasilky_square,0,0,27.78,0.0
1034.0,tlslasilky_square2,1,1,23.15,33.0
1034.0,tlslasilky_square3,2,1,23.23,1.0
1034.0,tlsmoomen,0,0,22.22,0.0
1034.0,tlsmoomen2,1,0,20.97,0.0
1034.0,tlsmoomen3,6,5,9.35,145.0
1034.0,tlsnasser_square,70,39,6.33,1462.0
1035.0,tlshoria_square1,23,23,0.0,5640.0
1035.0,tlshoria_square2,56,56,0.0,8569.0
1035.0,tlshoria_square3,24,24,0.0,6249.0
1035.0,tlslasilky_square,0,0,27.78,0.0
1035.0,tlslasilky_square2,1,1,23.15,34.0
1035.0,tlslasilky_square3,2,1,23.18,2.0
1035.0,tlsmoomen,0,0,22.22,0.0
1035.0,tlsmoomen2,1,0,19.95,0.0
1035.0,tlsmoomen3,6,6,9.27,151.0
1035.0,tlsnasser_square,70,41,5.55,1503.0
1036.0,tlshoria_square1,23,23,0.0,5663.0
1036.0,tlshoria_square2,56,56,0.0,8625.0
1036.0,tlshoria_square3,24,24,0.0,6273.0
1036.0,tlslasilky_square,0,0,27.78,0.0
1036.0,tlslasilky_square2,0,0,27.78,0.0
1036.0,tlslasilky_square3,2,2,23.16,4.0
1036.0,tlsmoomen,0,0,22.22,0.0
1036.0,tlsmoomen2,1,0,18.83,0.0
1036.0,tlsmoomen3,5,5,9.26,106.0
1036.0,tlsnasser_square,70,37,5.63,1387.0
1037.0,tlshoria_square1,23,23,0.0,5686.0
1037.0,tlshoria_square2,56,56,0.0,8681.0
1037.0,tlshoria_square3,24,24,0.0,6297.0
1037.0,tlslasilky_square,0,0,27.78,0.0
1037.0,tlslasilky_square2,0,0,27.78,0.0
1037.0,tlslasilky_square3,2,2,23.15,6.0
1037.0,tlsmoomen,0,0,22.22,0.0
1037.0,tlsmoomen2,1,0,18.16,0.0
1037.0,tlsmoomen3,5,4,9.46,62.0
1037.0,tlsnasser_square,70,38,5.46,1379.0
1038.0,tlshoria_square1,23,23,0.0,5709.0
1038.0,tlshoria_square2,56,56,0.0,8737.0
1038.0,tlshoria_square3,24,24,0.0,6321.0
1038.0,tlslasilky_square,0,0,27.78,0.0
1038.0,tlslasilky_square2,0,0,27.78,0.0
1038.0,tlslasilky_square3,2,2,23.15,8.0
1038.0,tlsmoomen,0,0,22.22,0.0
1038.0,tlsmoomen2,1,0,18.11,0.0
1038.0,tlsmoomen3,5,3,9.84,17.0
1038.0,tlsnasser_square,70,35,5.52,1347.0
1039.0,tlshoria_square1,23,23,0.0,5732.0
1039.0,tlshoria_square2,56,56,0.0,8793.0
1039.0,tlshoria_square3,24,24,0.0,6345.0
1039.0,tlslasilky_square,0,0,27.78,0.0
1039.0,tlslasilky_square2,0,0,27.78,0.0
1039.0,tlslasilky_square3,2,2,23.15,10.0
1039.0,tlsmoomen,1,0,20.92,0.0
1039.0,tlsmoomen2,1,0,18.08,0.0
1039.0,tlsmoomen3,4,3,9.99,20.0
1039.0,tlsnasser_square,69,37,5.54,1326.0
1040.0,tlshoria_square1,22,22,0.0,5496.0
1040.0,tlshoria_square2,56,56,0.0,8849.0
1040.0,tlshoria_square3,24,24,0.0,6369.0
1040.0,tlslasilky_square,0,0,27.78,0.0
1040.0,tlslasilky_square2,0,0,27.78,0.0
1040.0,tlslasilky_square3,2,2,23.15,12.0
1040.0,tlsmoomen,1,0,20.88,0.0
1040.0,tlsmoomen2,1,1,18.08,1.0
1040.0,tlsmoomen3,5,3,10.13,23.0
1040.0,tlsnasser_square,69,37,5.54,1318.0
1041.0,tlshoria_square1,22,21,0.03,5261.0
1041.0,tlshoria_square2,56,56,0.0,8905.0
1041.0,tlshoria_square3,24,24,0.0,6393.0
1041.0,tlslasilky_square,0,0,27.78,0.0
1041.0,tlslasilky_square2,0,0,27.78,0.0
1041.0,tlslasilky_square3,2,2,23.15,14.0
1041.0,tlsmoomen,1,0,20.58,0.0
1041.0,tlsmoomen2,2,1,19.91,2.0
1041.0,tlsmoomen3,5,3,10.12,26.0
1041.0,tlsnasser_square,68,35,5.46,1307.0
1042.0,tlshoria_square1,22,20,0.15,5026.0
1042.0,tlshoria_square2,56,56,0.0,8961.0
1042.0,tlshoria_square3,24,24,0.0,6417.0
1042.0,tlslasilky_square,0,0,27.78,0.0
1042.0,tlslasilky_square2,0,0,27.78,0.0
1042.0,tlslasilky_square3,2,2,23.15,16.0
1042.0,tlsmoomen,0,0,22.22,0.0
1042.0,tlsmoomen2,2,1,19.39,3.0
1042.0,tlsmoomen3,5,3,9.94,29.0
1042.0,tlsnasser_square,68,33,5.46,1296.0
1043.0,tlshoria_square1,22,19,0.22,4791.0
1043.0,tlshoria_square2,56,56,0.0,9017.0
1043.0,tlshoria_square3,24,24,0.0,6441.0
1043.0,tlslasilky_square,0,0,27.78,0.0
1043.0,tlslasilky_square2,0,0,27.78,0.0
1043.0,tlslasilky_square3,2,2,23.15,18.0
1043.0,tlsmoomen,0,0,22.22,0.0
1043.0,tlsmoomen2,3,1,19.64,4.0
1043.0,tlsmoomen3,6,3,9.64,32.0
1043.0,tlsnasser_square,67,34,5.4,1288.0
1044.0,tlshoria_square1,22,19,0.36,4810.0
1044.0,tlshoria_square2,56,56,0.0,9073.0
1044.0,tlshoria_square3,24,24,0.0,6465.0
1044.0,tlslasilky_square,0,0,27.78,0.0
1044.0,tlslasilky_square2,0,0,27.78,0.0
1044.0,tlslasilky_square3,2,2,23.15,20.0
1044.0,tlsmoomen,0,0,22.22,0.0
1044.0,tlsmoomen2,4,1,15.45,5.0
1044.0,tlsmoomen3,6,4,9.42,36.0
1044.0,tlsnasser_square,67,32,5.42,1274.0
1045.0,tlshoria_square1,22,20,0.2,4830.0
1045.0,tlshoria_square2,56,56,0.0,9129.0
1045.0,tlshoria_square3,24,24,0.0,6489.0
1045.0,tlslasilky_square,0,0,27.78,0.0
1045.0,tlslasilky_square2,0,0,27.78,0.0
1045.0,tlslasilky_square3,2,2,23.15,22.0
1045.0,tlsmoomen,0,0,22.22,0.0
1045.0,tlsmoomen2,4,1,18.95,6.0
1045.0,tlsmoomen3,5,3,9.4,38.0
1045.0,tlsnasser_square,67,29,5.5,1150.0
1046.0,tlshoria_square1,22,20,0.21,4850.0
1046.0,tlshoria_square2,56,56,0.0,9185.0
1046.0,tlshoria_square3,24,24,0.0,6513.0
1046.0,tlslasilky_square,0,0,27.78,0.0
1046.0,tlslasilky_square2,0,0,27.78,0.0
1046.0,tlslasilky_square3,2,2,23.15,24.0
1046.0,tlsmoomen,0,0,22.22,0.0
1046.0,tlsmoomen2,4,1,18.58,7.0
1046.0,tlsmoomen3,5,3,9.53,41.0
1046.0,tlsnasser_square,66,28,5.49,1154.0
1047.0,tlshoria_square1,22,19,0.07,4867.0
1047.0,tlshoria_square2,56,56,0.0,9241.0
1047.0,tlshoria_square3,24,24,0.0,6537.0
1047.0,tlslasilky_square,0,0,27.78,0.0
1047.0,tlslasilky_square2,0,0,27.78,0.0
1047.0,tlslasilky_square3,2,2,23.15,26.0
1047.0,tlsmoomen,0,0,22.22,0.0
1047.0,tlsmoomen2,6,2,14.66,9.0
1047.0,tlsmoomen3,5,3,10.13,44.0
1047.0,tlsnasser_square,65,29,5.56,1062.0
1048.0,tlshoria_square1,23,20,0.14,4887.0
1048.0,tlshoria_square2,56,56,0.0,9297.0
1048.0,tlshoria_square3,24,24,0.0,6561.0
1048.0,tlslasilky_square,0,0,27.78,0.0
1048.0,tlslasilky_square2,0,0,27.78,0.0
1048.0,tlslasilky_square3,2,2,23.15,28.0
1048.0,tlsmoomen,0,0,22.22,0.0
1048.0,tlsmoomen2,6,3,13.96,12.0
1048.0,tlsmoomen3,5,4,9.84,48.0
1048.0,tlsnasser_square,65,26,5.62,950.0
1049.0,tlshoria_square1,23,21,0.05,4908.0
1049.0,tlshoria_square2,56,56,0.0,9353.0
1049.0,tlshoria_square3,24,24,0.0,6585.0
1049.0,tlslasilky_square,0,0,27.78,0.0
1049.0,tlslasilky_square2,0,0,27.78,0.0
1049.0,tlslasilky_square3,2,2,23.15,30.0
1049.0,tlsmoomen,0,0,22.22,0.0
1049.0,tlsmoomen2,6,4,12.74,16.0
1049.0,tlsmoomen3,6,4,9.59,52.0
1049.0,tlsnasser_square,65,23,5.74,846.0
1050.0,tlshoria_square1,23,22,0.04,4930.0
1050.0,tlshoria_square2,56,56,0.0,9409.0
1050.0,tlshoria_square3,24,24,0.0,6609.0
1050.0,tlslasilky_square,0,0,27.78,0.0
1050.0,tlslasilky_square2,0,0,27.78,0.0
1050.0,tlslasilky_square3,2,2,23.15,32.0
1050.0,tlsmoomen,0,0,22.22,0.0
1050.0,tlsmoomen2,7,5,13.24,21.0
1050.0,tlsmoomen3,5,4,9.45,54.0
1050.0,tlsnasser_square,64,22,5.78,744.0
1051.0,tlshoria_square1,23,23,0.02,4953.0
1051.0,tlshoria_square2,56,56,0.0,9465.0
1051.0,tlshoria_square3,24,24,0.0,6633.0
1051.0,tlslasilky_square,0,0,27.78,0.0
1051.0,tlslasilky_square2,0,0,27.78,0.0
1051.0,tlslasilky_square3,2,2,23.15,34.0
1051.0,tlsmoomen,0,0,22.22,0.0
1051.0,tlsmoomen2,7,6,12.48,27.0
1051.0,tlsmoomen3,5,3,9.46,56.0
1051.0,tlsnasser_square,64,21,5.92,640.0
1052.0,tlshoria_square1,23,22,0.02,4971.0
1052.0,tlshoria_square2,56,56,0.0,9521.0
1052.0,tlshoria_square3,24,24,0.0,6657.0
1052.0,tlslasilky_square,0,0,27.78,0.0
1052.0,tlslasilky_square2,0,0,27.78,0.0
1052.0,tlslasilky_square3,2,2,23.15,36.0
1052.0,tlsmoomen,0,0,22.22,0.0
1052.0,tlsmoomen2,9,6,12.83,33.0
1052.0,tlsmoomen3,5,3,9.97,59.0
1052.0,tlsnasser_square,64,18,5.96,538.0
1053.0,tlshoria_square1,23,22,0.02,4993.0
1053.0,tlshoria_square2,56,56,0.0,9577.0
1053.0,tlshoria_square3,24,24,0.0,6681.0
1053.0,tlslasilky_square,0,0,27.78,0.0
1053.0,tlslasilky_square2,0,0,27.78,0.0
1053.0,tlslasilky_square3,2,2,23.15,38.0
1053.0,tlsmoomen,0,0,22.22,0.0
1053.0,tlsmoomen2,9,6,12.06,39.0
1053.0,tlsmoomen3,5,3,9.68,62.0
1053.0,tlsnasser_square,64,16,5.86,436.0
1054.0,tlshoria_square1,23,22,0.03,5010.0
1054.0,tlshoria_square2,56,56,0.0,9633.0
1054.0,tlshoria_square3,24,24,0.0,6705.0
1054.0,tlslasilky_square,1,0,26.59,0.0
1054.0,tlslasilky_square2,0,0,27.78,0.0
1054.0,tlslasilky_square3,2,2,23.15,40.0
1054.0,tlsmoomen,0,0,22.22,0.0
1054.0,tlsmoomen2,9,7,11.51,46.0
1054.0,tlsmoomen3,6,4,9.55,66.0
1054.0,tlsnasser_square,64,17,5.77,384.0
1055.0,tlshoria_square1,23,22,0.03,5031.0
1055.0,tlshoria_square2,56,56,0.0,9689.0
1055.0,tlshoria_square3,24,24,0.0,6729.0
1055.0,tlslasilky_square,1,0,25.84,0.0
1055.0,tlslasilky_square2,0,0,27.78,0.0
1055.0,tlslasilky_square3,2,2,23.15,42.0
1055.0,tlsmoomen,0,0,22.22,0.0
1055.0,tlsmoomen2,9,8,11.18,54.0
1055.0,tlsmoomen3,5,3,9.64,68.0
1055.0,tlsnasser_square,63,14,5.77,277.0
1056.0,tlshoria_square1,23,23,0.03,5054.0
1056.0,tlshoria_square2,56,56,0.0,9745.0
1056.0,tlshoria_square3,24,24,0.0,6753.0
1056.0,tlslasilky_square,1,0,25.14,0.0
1056.0,tlslasilky_square2,0,0,27.78,0.0
1056.0,tlslasilky_square3,2,2,23.15,44.0
1056.0,tlsmoomen,0,0,22.22,0.0
1056.0,tlsmoomen2,9,8,11.13,62.0
1056.0,tlsmoomen3,5,3,9.68,71.0
1056.0,tlsnasser_square,63,13,5.66,172.0
1057.0,tlshoria_square1,23,23,0.02,5077.0
1057.0,tlshoria_square2,56,56,0.0,9801.0
1057.0,tlshoria_square3,24,24,0.0,6777.0
1057.0,tlslasilky_square,1,0,24.39,0.0
1057.0,tlslasilky_square2,0,0,27.78,0.0
1057.0,tlslasilky_square3,2,2,23.15,46.0
1057.0,tlsmoomen,0,0,22.22,0.0
1057.0,tlsmoomen2,9,9,11.11,71.0
1057.0,tlsmoomen3,5,3,9.97,74.0
1057.0,tlsnasser_square,63,13,5.66,178.0
1058.0,tlshoria_square1,23,23,0.02,5100.0
1058.0,tlshoria_square2,56,56,0.0,9857.0
1058.0,tlshoria_square3,24,24,0.0,6801.0
1058.0,tlslasilky_square,1,0,23.75,0.0
1058.0,tlslasilky_square2,0,0,27.78,0.0
1058.0,tlslasilky_square3,2,2,23.15,48.0
1058.0,tlsmoomen,0,0,22.22,0.0
1058.0,tlsmoomen2,10,9,11.37,80.0
1058.0,tlsmoomen3,5,3,9.82,77.0
1058.0,tlsnasser_square,62,11,5.63,137.0
1059.0,tlshoria_square1,23,23,0.02,5123.0
1059.0,tlshoria_square2,56,56,0.0,9913.0
1059.0,tlshoria_square3,24,24,0.0,6825.0
1059.0,tlslasilky_square,1,0,23.17,0.0
1059.0,tlslasilky_square2,0,0,27.78,0.0
1059.0,tlslasilky_square3,2,2,23.15,50.0
1059.0,tlsmoomen,0,0,22.22,0.0
1059.0,tlsmoomen2,10,9,11.49,89.0
1059.0,tlsmoomen3,5,3,9.83,80.0
1059.0,tlsnasser_square,63,10,5.7,91.0
1060.0,tlshoria_square1,23,22,0.01,5136.0
1060.0,tlshoria_square2,56,56,0.0,9969.0
1060.0,tlshoria_square3,24,24,0.0,6849.0
1060.0,tlslasilky_square,1,1,23.15,1.0
1060.0,tlslasilky_square2,0,0,27.78,0.0
1060.0,tlslasilky_square3,2,2,23.15,52.0
1060.0,tlsmoomen,0,0,22.22,0.0
1060.0,tlsmoomen2,10,9,11.27,98.0
1060.0,tlsmoomen3,5,3,9.91,83.0
1060.0,tlsnasser_square,62,11,5.74,94.0
1061.0,tlshoria_square1,23,23,0.01,5159.0
1061.0,tlshoria_square2,56,56,0.0,10025.0
1061.0,tlshoria_square3,24,24,0.0,6873.0
1061.0,tlslasilky_square,1,1,23.15,2.0
1061.0,tlslasilky_square2,0,0,27.78,0.0
1061.0,tlslasilky_square3,2,2,23.15,54.0
1061.0,tlsmoomen,0,0,22.22,0.0
1061.0,tlsmoomen2,10,10,11.11,108.0
1061.0,tlsmoomen3,4,3,10.13,86.0
1061.0,tlsnasser_square,62,12,5.74,100.0
1062.0,tlshoria_square1,23,23,0.0,5182.0
1062.0,tlshoria_square2,56,56,0.0,10081.0
1062.0,tlshoria_square3,23,23,0.0,6596.0
1062.0,tlslasilky_square,1,1,23.15,3.0
1062.0,tlslasilky_square2,0,0,27.78,0.0
1062.0,tlslasilky_square3,3,2,18.95,56.0
1062.0,tlsmoomen,0,0,22.22,0.0
1062.0,tlsmoomen2,11,10,11.45,118.0
1062.0,tlsmoomen3,5,3,10.42,89.0
1062.0,tlsnasser_square,62,13,5.79,106.0
1063.0,tlshoria_square1,23,23,0.0,5205.0
1063.0,tlshoria_square2,56,56,0.0,10137.0
1063.0,tlshoria_square3,23,22,0.04,6413.0
1063.0,tlslasilky_square,1,1,23.15,4.0
1063.0,tlslasilky_square2,0,0,27.78,0.0
1063.0,tlslasilky_square3,3,3,18.53,59.0
1063.0,tlsmoomen,0,0,22.22,0.0
1063.0,tlsmoomen2,11,10,11.27,128.0
1063.0,tlsmoomen3,5,3,10.71,92.0
1063.0,tlsnasser_square,61,14,5.78,106.0
1064.0,tlshoria_square1,23,23,0.0,5228.0
1064.0,tlshoria_square2,56,56,0.0,10193.0
1064.0,tlshoria_square3,23,21,0.08,6231.0
1064.0,tlslasilky_square,1,1,23.15,5.0
1064.0,tlslasilky_square2,0,0,27.78,0.0
1064.0,tlslasilky_square3,3,3,18.52,62.0
1064.0,tlsmoomen,0,0,22.22,0.0
1064.0,tlsmoomen2,12,10,11.23,138.0
1064.0,tlsmoomen3,5,3,9.92,95.0
1064.0,tlsnasser_square,61,12,5.81,108.0
1065.0,tlshoria_square1,23,23,0.0,5251.0
1065.0,tlshoria_square2,56,56,0.0,10249.0
1065.0,tlshoria_square3,23,21,0.08,6252.0
1065.0,tlslasilky_square,1,1,23.15,6.0
1065.0,tlslasilky_square2,0,0,27.78,0.0
1065.0,tlslasilky_square3,3,3,18.52,65.0
1065.0,tlsmoomen,0,0,22.22,0.0
1065.0,tlsmoomen2,12,11,11.14,149.0
1065.0,tlsmoomen3,5,3,10.03,98.0
1065.0,tlsnasser_square,61,12,5.83,108.0
1066.0,tlshoria_square1,23,23,0.0,5274.0
1066.0,tlshoria_square2,56,56,0.0,10305.0
1066.0,tlshoria_square3,23,20,0.07,6069.0
1066.0,tlslasilky_square,1,1,23.15,7.0
1066.0,tlslasilky_square2,0,0,27.78,0.0
1066.0,tlslasilky_square3,3,3,18.52,68.0
1066.0,tlsmoomen,0,0,22.22,0.0
1066.0,tlsmoomen2,12,11,11.12,160.0
1066.0,tlsmoomen3,5,3,9.71,101.0
1066.0,tlsnasser_square,60,12,5.76,115.0
1067.0,tlshoria_square1,23,23,0.0,5297.0
1067.0,tlshoria_square2,56,56,0.0,10361.0
1067.0,tlshoria_square3,23,19,0.08,5885.0
1067.0,tlslasilky_square,1,1,23.15,8.0
1067.0,tlslasilky_square2,0,0,27.78,0.0
1067.0,tlslasilky_square3,3,3,18.52,71.0
1067.0,tlsmoomen,0,0,22.22,0.0
1067.0,tlsmoomen2,12,12,11.11,172.0
1067.0,tlsmoomen3,5,3,10.04,104.0
1067.0,tlsnasser_square,60,14,5.6,123.0
1068.0,tlshoria_square1,23,23,0.0,5320.0
1068.0,tlshoria_square2,56,56,0.0,10417.0
1068.0,tlshoria_square3,23,19,0.07,5904.0
1068.0,tlslasilky_square,1,1,23.15,9.0
1068.0,tlslasilky_square2,0,0,27.78,0.0
1068.0,tlslasilky_square3,3,3,18.52,74.0
1068.0,tlsmoomen,0,0,22.22,0.0
1068.0,tlsmoomen2,12,12,11.11,184.0
1068.0,tlsmoomen3,5,4,9.69,108.0
1068.0,tlsnasser_square,61,17,5.5,138.0
1069.0,tlshoria_square1,23,23,0.0,5343.0
1069.0,tlshoria_square2,56,56,0.0,10473.0
1069.0,tlshoria_square3,23,19,0.07,5923.0
1069.0,tlslasilky_square,1,1,23.15,10.0
1069.0,tlslasilky_square2,0,0,27.78,0.0
1069.0,tlslasilky_square3,3,3,18.52,77.0
1069.0,tlsmoomen,0,0,22.22,0.0
1069.0,tlsmoomen2,12,12,11.11,196.0
1069.0,tlsmoomen3,6,4,9.59,112.0
1069.0,tlsnasser_square,61,17,5.51,146.0
1070.0,tlshoria_square1,23,23,0.0,5366.0
1070.0,tlshoria_square2,56,56,0.0,10529.0
1070.0,tlshoria_square3,23,19,0.07,5739.0
1070.0,tlslasilky_square,1,1,23.15,11.0
1070.0,tlslasilky_square2,0,0,27.78,0.0
1070.0,tlslasilky_square3,3,3,18.52,80.0
1070.0,tlsmoomen,0,0,22.22,0.0
1070.0,tlsmoomen2,12,12,11.11,208.0
1070.0,tlsmoomen3,5,4,9.48,114.0
1070.0,tlsnasser_square,61,18,5.55,161.0
1071.0,tlshoria_square1,23,23,0.0,5389.0
1071.0,tlshoria_square2,56,56,0.0,10585.0
1071.0,tlshoria_square3,23,18,0.07,5557.0
1071.0,tlslasilky_square,1,1,23.15,12.0
1071.0,tlslasilky_square2,0,0,27.78,0.0
1071.0,tlslasilky_square3,3,3,18.52,83.0
1071.0,tlsmoomen,0,0,22.22,0.0
1071.0,tlsmoomen2,12,12,11.11,220.0
1071.0,tlsmoomen3,5,3,9.6,116.0
1071.0,tlsnasser_square,61,19,5.58,180.0
1072.0,tlshoria_square1,23,23,0.0,5412.0
1072.0,tlshoria_square2,56,56,0.0,10641.0
1072.0,tlshoria_square3,23,18,0.07,5575.0
1072.0,tlslasilky_square,1,1,23.15,13.0
1072.0,tlslasilky_square2,0,0,27.78,0.0
1072.0,tlslasilky_square3,3,3,18.52,86.0
1072.0,tlsmoomen,0,0,22.22,0.0
1072.0,tlsmoomen2,12,12,11.11,232.0
1072.0,tlsmoomen3,5,3,10.01,119.0
1072.0,tlsnasser_square,60,19,5.65,184.0
1073.0,tlshoria_square1,23,23,0.0,5435.0
1073.0,tlshoria_square2,55,55,0.0,10396.0
1073.0,tlshoria_square3,23,18,0.07,5593.0
1073.0,tlslasilky_square,1,1,23.15,14.0
1073.0,tlslasilky_square2,0,0,27.78,0.0
1073.0,tlslasilky_square3,3,3,18.52,89.0
1073.0,tlsmoomen,0,0,22.22,0.0
1073.0,tlsmoomen2,12,12,11.11,244.0
1073.0,tlsmoomen3,5,3,9.75,122.0
1073.0,tlsnasser_square,60,18,5.63,194.0
1074.0,tlshoria_square1,23,23,0.0,5458.0
1074.0,tlshoria_square2,55,54,0.08,10151.0
1074.0,tlshoria_square3,23,19,0.06,5612.0
1074.0,tlslasilky_square,1,1,23.15,15.0
1074.0,tlslasilky_square2,0,0,27.78,0.0
1074.0,tlslasilky_square3,3,3,18.52,92.0
1074.0,tlsmoomen,0,0,22.22,0.0
1074.0,tlsmoomen2,12,12,11.11,256.0
1074.0,tlsmoomen3,5,3,9.59,125.0
1074.0,tlsnasser_square,59,18,5.7,190.0
1075.0,tlshoria_square1,23,23,0.0,5481.0
1075.0,tlshoria_square2,55,53,0.1,9906.0
1075.0,tlshoria_square3,23,19,0.06,5631.0
1075.0,tlslasilky_square,1,1,23.15,16.0
1075.0,tlslasilky_square2,0,0,27.78,0.0
1075.0,tlslasilky_square3,3,3,18.52,95.0
1075.0,tlsmoomen,0,0,22.22,0.0
1075.0,tlsmoomen2,12,12,11.11,268.0
1075.0,tlsmoomen3,5,3,9.84,128.0
1075.0,tlsnasser_square,59,17,5.89,190.0
1076.0,tlshoria_square1,23,23,0.0,5504.0
1076.0,tlshoria_square2,55,52,0.07,9660.0
1076.0,tlshoria_square3,23,19,0.07,5650.0
1076.0,tlslasilky_square,1,1,23.15,17.0
1076.0,tlslasilky_square2,0,0,27.78,0.0
1076.0,tlslasilky_square3,3,3,18.52,98.0
1076.0,tlsmoomen,0,0,22.22,0.0
1076.0,tlsmoomen2,12,12,11.11,280.0
1076.0,tlsmoomen3,5,3,10.13,131.0
1076.0,tlsnasser_square,59,18,5.97,193.0
1077.0,tlshoria_square1,23,23,0.0,5527.0
1077.0,tlshoria_square2,55,52,0.08,9712.0
1077.0,tlshoria_square3,23,19,0.05,5669.0
1077.0,tlslasilky_square,1,1,23.15,18.0
1077.0,tlslasilky_square2,0,0,27.78,0.0
1077.0,tlslasilky_square3,3,3,18.52,101.0
1077.0,tlsmoomen,0,0,22.22,0.0
1077.0,tlsmoomen2,12,12,11.11,292.0
1077.0,tlsmoomen3,5,4,9.8,135.0
1077.0,tlsnasser_square,59,18,5.99,203.0
1078.0,tlshoria_square1,23,23,0.0,5550.0
1078.0,tlshoria_square2,55,51,0.1,9466.0
1078.0,tlshoria_square3,23,19,0.04,5688.0
1078.0,tlslasilky_square,1,1,23.15,19.0
1078.0,tlslasilky_square2,0,0,27.78,0.0
1078.0,tlslasilky_square3,3,3,18.52,104.0
1078.0,tlsmoomen,0,0,22.22,0.0
1078.0,tlsmoomen2,12,12,11.11,304.0
1078.0,tlsmoomen3,6,4,9.67,139.0
1078.0,tlsnasser_square,59,17,5.97,199.0
1079.0,tlshoria_square1,23,23,0.0,5573.0
1079.0,tlshoria_square2,55,51,0.08,9517.0
1079.0,tlshoria_square3,22,19,0.04,5407.0
1079.0,tlslasilky_square,1,1,23.15,20.0
1079.0,tlslasilky_square2,0,0,27.78,0.0
1079.0,tlslasilky_square3,3,3,18.52,107.0
1079.0,tlsmoomen,0,0,22.22,0.0
1079.0,tlsmoomen2,12,12,11.11,316.0
1079.0,tlsmoomen3,6,4,9.43,143.0
1079.0,tlsnasser_square,59,16,5.8,189.0
1080.0,tlshoria_square1,23,23,0.0,5596.0
1080.0,tlshoria_square2,55,51,0.08,9568.0
1080.0,tlshoria_square3,22,18,0.09,4887.0
1080.0,tlslasilky_square,1,1,23.15,21.0
1080.0,tlslasilky_square2,0,0,27.78,0.0
1080.0,tlslasilky_square3,3,3,18.52,110.0
1080.0,tlsmoomen,0,0,22.22,0.0
1080.0,tlsmoomen2,12,12,11.11,328.0
1080.0,tlsmoomen3,6,5,9.32,148.0
1080.0,tlsnasser_square,59,18,5.67,190.0
1081.0,tlshoria_square1,23,22,0.01,5319.0
1081.0,tlshoria_square2,55,52,0.08,9620.0
1081.0,tlshoria_square3,23,17,0.17,4594.0
1081.0,tlslasilky_square,0,0,27.78,0.0
1081.0,tlslasilky_square2,0,0,27.78,0.0
1081.0,tlslasilky_square3,2,2,18.52,65.0
1081.0,tlsmoomen,0,0,22.22,0.0
1081.0,tlsmoomen2,10,10,11.11,267.0
1081.0,tlsmoomen3,5,4,9.28,102.0
1081.0,tlsnasser_square,57,16,10.24,99.0
1082.0,tlshoria_square1,23,22,0.01,5043.0
1082.0,tlshoria_square2,55,52,0.08,9672.0
1082.0,tlshoria_square3,22,14,0.17,4062.0
1082.0,tlslasilky_square,0,0,27.78,0.0
1082.0,tlslasilky_square2,0,0,27.78,0.0
1082.0,tlslasilky_square3,2,1,18.88,20.0
1082.0,tlsmoomen,0,0,22.22,0.0
1082.0,tlsmoomen2,10,8,11.25,213.0
1082.0,tlsmoomen3,5,4,9.62,58.0
1082.0,tlsnasser_square,57,18,10.67,62.0
1083.0,tlshoria_square1,23,21,0.01,4766.0
1083.0,tlshoria_square2,55,52,0.05,9724.0
1083.0,tlshoria_square3,22,14,0.2,4072.0
1083.0,tlslasilky_square,0,0,27.78,0.0
